# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000198712.1	MT-CO2	protein_coding	140380	796	139584	18169.7554	7073.8943	7326.9860
ENSG00000198715.13	GLMP	protein_coding	216	20	357	5.5093	2.1449	2.2216
ENSG00000198718.13	TOGARAM1	protein_coding	1206	6	1278	10.3740	4.0388	4.1833
ENSG00000198719.9	DLL1	protein_coding	317	6	318	7.3487	2.8610	2.9634
ENSG00000198720.13	ANKRD13B	protein_coding	660	14	663	13.5665	5.2818	5.4707
ENSG00000198721.13	ECI2	protein_coding	208	11	368	4.0251	1.5670	1.6231
ENSG00000198722.14	UNC13B	protein_coding	3038	31	3007	15.0123	5.8446	6.0537
ENSG00000198723.11	TEX45	protein_coding	52	12	41	1.5750	0.6132	0.6351
ENSG00000198727.2	MT-CYB	protein_coding	84438	1825	82724	6551.6734	2550.7137	2641.9739
ENSG00000198728.11	LDB1	protein_coding	1019	4	1015	23.8914	9.3015	9.6343
ENSG00000198729.5	PPP1R14C	protein_coding	1015	4	1011	40.4957	15.7659	16.3300
ENSG00000198730.9	CTR9	protein_coding	1612	7952	1606	24.7337	9.6294	9.9739
ENSG00000198732.11	SMOC1	protein_coding	39	3	36	0.7903	0.3077	0.3187
ENSG00000198734.12	F5	protein_coding	148	5	143	1.3979	0.5442	0.5637
ENSG00000198736.12	MSRB1	protein_coding	246	3	243	10.3462	4.0280	4.1721
ENSG00000198738.4	SMIM11P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000198739.11	LRRTM3	protein_coding	24	15	9	0.3351	0.1305	0.1351
ENSG00000198740.9	ZNF652	protein_coding	5522	10	6588	41.3844	16.1119	16.6883
ENSG00000198742.10	SMURF1	protein_coding	2329	184	2702	32.8225	12.7785	13.2357
ENSG00000198743.7	SLC5A3	protein_coding	5110	6	5104	39.1145	15.2281	15.7730
ENSG00000198744.5	MTCO3P12	unprocessed_pseudogene	237	3	249	38.3584	14.9338	15.4681
ENSG00000198746.13	GPATCH3	protein_coding	119	3	123	4.7328	1.8426	1.9085
ENSG00000198752.11	CDC42BPB	protein_coding	3565	120	4294	38.9890	15.1793	15.7224
ENSG00000198753.12	PLXNB3	protein_coding	31	4	27	0.3917	0.1525	0.1579
ENSG00000198754.5	OXCT2	protein_coding	30	1	29	1.4545	0.5663	0.5865
ENSG00000198755.11	RPL10A	protein_coding	11832	22	11810	694.6352	270.4371	280.1129
ENSG00000198756.12	COLGALT2	protein_coding	70	18	52	0.7939	0.3091	0.3201
ENSG00000198758.11	EPS8L3	protein_coding	2044	11	2033	52.0447	20.2622	20.9871
ENSG00000198759.12	EGFL6	protein_coding	104	6	98	3.5264	1.3729	1.4220
ENSG00000198763.3	MT-ND2	protein_coding	36725	338	36390	3120.2833	1214.7964	1258.2598
ENSG00000198765.12	SYCP1	protein_coding	14	5	9	0.2897	0.1128	0.1168
ENSG00000198768.11	APCDD1L	protein_coding	77	63	14	1.6192	0.6304	0.6530
ENSG00000198771.11	RCSD1	protein_coding	906	9	907	9.8236	3.8246	3.9614
